date_game,team_name,pts,game_type,attendance,distance,win
2016-10-26,Indiana Pacers,130,Regular,17923,0,1
2016-10-26,Orlando Magic,96,Regular,19298,0,0
2016-10-26,Boston Celtics,122,Regular,18624,0,1
2016-10-26,Toronto Raptors,109,Regular,19800,0,1
2016-10-26,New Orleans Pelicans,102,Regular,15869,0,0
2016-10-26,Milwaukee Bucks,96,Regular,18717,0,0
2016-10-26,Memphis Grizzlies,102,Regular,18119,0,1
2016-10-26,Philadelphia 76ers,97,Regular,20487,0,0
2016-10-26,Phoenix Suns,94,Regular,18055,0,0
2016-10-26,Los Angeles Lakers,120,Regular,18997,0,1
2016-10-27,Atlanta Hawks,114,Regular,19049,0,1
2016-10-27,Chicago Bulls,105,Regular,21501,0,1
2016-10-27,Portland Trail Blazers,106,Regular,19500,0,0
2016-10-27,Sacramento Kings,94,Regular,17608,0,0
2016-10-28,Toronto Raptors,91,Regular,19800,0,0
2016-10-28,Brooklyn Nets,103,Regular,17732,0,1
2016-10-28,Detroit Pistons,108,Regular,19122,0,1
2016-10-28,Oklahoma City Thunder,113,Regular,18203,0,1
2016-10-28,Miami Heat,91,Regular,19600,0,0
2016-10-28,Dallas Mavericks,98,Regular,20163,0,0
2016-10-28,Utah Jazz,96,Regular,19911,0,1
2016-10-28,New Orleans Pelicans,114,Regular,18217,0,0
2016-10-29,Philadelphia 76ers,72,Regular,16312,0,0
2016-10-29,Charlotte Hornets,98,Regular,18708,0,0
2016-10-29,Cleveland Cavaliers,105,Regular,20562,0,1
2016-10-29,New York Knicks,111,Regular,19812,0,1
2016-10-29,San Antonio Spurs,98,Regular,18418,0,1
2016-10-29,Milwaukee Bucks,110,Regular,12570,0,1
2016-10-29,Chicago Bulls,118,Regular,21373,0,1
2016-10-29,Denver Nuggets,113,Regular,18055,0,0
2016-10-29,Sacramento Kings,106,Regular,17608,0,1
2016-10-30,Los Angeles Clippers,88,Regular,19060,0,1
2016-10-30,Detroit Pistons,98,Regular,15161,0,1
2016-10-30,Phoenix Suns,100,Regular,17011,0,0
2016-10-30,Miami Heat,99,Regular,19678,0,0
2016-10-30,Oklahoma City Thunder,113,Regular,18203,0,1
2016-10-30,Memphis Grizzlies,112,Regular,15573,0,1
2016-10-30,Houston Rockets,93,Regular,18055,0,1
2016-10-31,Atlanta Hawks,106,Regular,12501,0,1
2016-10-31,Brooklyn Nets,88,Regular,15842,0,0
2016-10-31,Toronto Raptors,105,Regular,19800,0,1
2016-10-31,Los Angeles Clippers,116,Regular,19060,0,1
2016-11-01,Cleveland Cavaliers,128,Regular,20562,0,1
2016-11-01,Indiana Pacers,115,Regular,15348,0,1
2016-11-01,Philadelphia 76ers,101,Regular,12529,0,0
2016-11-01,Detroit Pistons,102,Regular,13087,0,1
2016-11-01,Miami Heat,108,Regular,19612,0,1
2016-11-01,Minnesota Timberwolves,116,Regular,14774,0,1
2016-11-01,New Orleans Pelicans,113,Regular,15515,0,0
2016-11-01,San Antonio Spurs,91,Regular,18418,0,0
2016-11-01,Portland Trail Blazers,104,Regular,19393,0,0
2016-11-02,Charlotte Hornets,109,Regular,15275,0,1
2016-11-02,Washington Wizards,103,Regular,19581,0,0
2016-11-02,Atlanta Hawks,116,Regular,13800,0,0
2016-11-02,Brooklyn Nets,109,Regular,13650,0,1
2016-11-02,New York Knicks,99,Regular,19812,0,0
2016-11-02,Boston Celtics,107,Regular,18624,0,1
2016-11-02,Memphis Grizzlies,89,Regular,15881,0,1
2016-11-02,Utah Jazz,97,Regular,19318,0,1
2016-11-02,Phoenix Suns,118,Regular,17284,0,1
2016-11-02,Los Angeles Clippers,83,Regular,19060,0,0
2016-11-03,Orlando Magic,102,Regular,17026,0,1
2016-11-03,Cleveland Cavaliers,128,Regular,20562,0,1
2016-11-03,Milwaukee Bucks,125,Regular,11374,0,1
2016-11-03,Minnesota Timberwolves,99,Regular,11219,0,0
2016-11-03,Golden State Warriors,122,Regular,19596,0,1
2016-11-04,Washington Wizards,95,Regular,14663,0,1
2016-11-04,Brooklyn Nets,95,Regular,15775,0,0
2016-11-04,Toronto Raptors,96,Regular,19800,0,1
2016-11-04,Chicago Bulls,104,Regular,22376,0,0
2016-11-04,Memphis Grizzlies,88,Regular,17115,0,0
2016-11-04,New Orleans Pelicans,111,Regular,15379,0,0
2016-11-04,Dallas Mavericks,95,Regular,19475,0,0
2016-11-04,Utah Jazz,86,Regular,19911,0,0
2016-11-04,Los Angeles Lakers,117,Regular,18997,0,1
2016-11-05,Oklahoma City Thunder,112,Regular,18203,0,1
2016-11-05,Detroit Pistons,103,Regular,16218,0,1
2016-11-05,Indiana Pacers,111,Regular,17020,0,1
2016-11-05,Orlando Magic,88,Regular,18846,0,1
2016-11-05,Philadelphia 76ers,101,Regular,20497,0,0
2016-11-05,Atlanta Hawks,112,Regular,16895,0,1
2016-11-05,Milwaukee Bucks,117,Regular,16021,0,1
2016-11-05,San Antonio Spurs,92,Regular,18418,0,0
2016-11-06,New York Knicks,109,Regular,19812,0,0
2016-11-06,Memphis Grizzlies,94,Regular,16233,0,0
2016-11-06,Toronto Raptors,91,Regular,19800,0,0
2016-11-06,Dallas Mavericks,86,Regular,19345,0,1
2016-11-06,Boston Celtics,107,Regular,17452,0,0
2016-11-06,Los Angeles Lakers,119,Regular,18997,0,1
2016-11-07,Charlotte Hornets,122,Regular,16880,0,1
2016-11-07,Philadelphia 76ers,84,Regular,14168,0,0
2016-11-07,Washington Wizards,106,Regular,13173,0,0
2016-11-07,Chicago Bulls,112,Regular,21320,0,1
2016-11-07,Oklahoma City Thunder,97,Regular,18203,0,1
2016-11-07,Golden State Warriors,116,Regular,19596,0,1
2016-11-07,Los Angeles Clippers,114,Regular,19060,0,1
2016-11-08,Cleveland Cavaliers,106,Regular,20562,0,0
2016-11-08,Brooklyn Nets,119,Regular,13610,0,1
2016-11-08,Memphis Grizzlies,108,Regular,15109,0,1
2016-11-08,Portland Trail Blazers,124,Regular,19239,0,1
2016-11-08,Los Angeles Lakers,97,Regular,18997,0,0
2016-11-08,Sacramento Kings,102,Regular,17608,0,1
2016-11-09,Charlotte Hornets,104,Regular,15712,0,1
2016-11-09,Indiana Pacers,122,Regular,15360,0,1
2016-11-09,New York Knicks,110,Regular,19812,0,1
2016-11-09,Orlando Magic,107,Regular,17102,0,0
2016-11-09,Washington Wizards,118,Regular,12675,0,1
2016-11-09,Atlanta Hawks,115,Regular,16354,0,1
2016-11-09,Oklahoma City Thunder,102,Regular,18203,0,0
2016-11-09,Phoenix Suns,107,Regular,16719,0,1
2016-11-09,San Antonio Spurs,99,Regular,18418,0,0
2016-11-09,Golden State Warriors,116,Regular,19596,0,1
2016-11-09,Los Angeles Clippers,111,Regular,19060,0,1
2016-11-10,Miami Heat,95,Regular,19600,0,0
2016-11-10,Milwaukee Bucks,106,Regular,12159,0,0
2016-11-10,Denver Nuggets,101,Regular,17569,0,0
2016-11-10,Sacramento Kings,91,Regular,17608,0,0
2016-11-11,Charlotte Hornets,111,Regular,18107,0,0
2016-11-11,Orlando Magic,74,Regular,18846,0,0
2016-11-11,Philadelphia 76ers,109,Regular,17643,0,1
2016-11-11,Washington Wizards,94,Regular,20356,0,0
2016-11-11,Boston Celtics,115,Regular,18624,0,1
2016-11-11,Oklahoma City Thunder,108,Regular,18203,0,0
2016-11-11,San Antonio Spurs,96,Regular,18418,0,1
2016-11-11,Portland Trail Blazers,122,Regular,19918,0,1
2016-11-12,Indiana Pacers,99,Regular,17923,0,0
2016-11-12,New Orleans Pelicans,99,Regular,17138,0,0
2016-11-12,Atlanta Hawks,117,Regular,17399,0,1
2016-11-12,Toronto Raptors,118,Regular,19800,0,1
2016-11-12,Chicago Bulls,106,Regular,21962,0,1
2016-11-12,Houston Rockets,100,Regular,18055,0,0
2016-11-12,Miami Heat,91,Regular,19600,0,0
2016-11-12,Minnesota Timberwolves,105,Regular,14494,0,0
2016-11-12,Milwaukee Bucks,106,Regular,14327,0,1
2016-11-12,Denver Nuggets,95,Regular,13997,0,0
2016-11-12,Phoenix Suns,104,Regular,17126,0,0
2016-11-13,Cleveland Cavaliers,100,Regular,20562,0,1
2016-11-13,Minnesota Timberwolves,125,Regular,14432,0,1
2016-11-13,Oklahoma City Thunder,117,Regular,18203,0,0
2016-11-13,Golden State Warriors,133,Regular,19596,0,1
2016-11-13,Portland Trail Blazers,112,Regular,19362,0,1
2016-11-14,Indiana Pacers,88,Regular,14825,0,1
2016-11-14,Detroit Pistons,104,Regular,14172,0,1
2016-11-14,New York Knicks,93,Regular,19812,0,1
2016-11-14,Houston Rockets,115,Regular,13183,0,1
2016-11-14,New Orleans Pelicans,106,Regular,15001,0,1
2016-11-14,San Antonio Spurs,94,Regular,18418,0,1
2016-11-14,Utah Jazz,96,Regular,18176,0,0
2016-11-14,Los Angeles Clippers,127,Regular,19060,0,1
2016-11-15,Cleveland Cavaliers,121,Regular,20562,0,1
2016-11-15,Miami Heat,90,Regular,19600,0,0
2016-11-15,Minnesota Timberwolves,108,Regular,10349,0,0
2016-11-15,Portland Trail Blazers,88,Regular,19393,0,0
2016-11-15,Los Angeles Lakers,125,Regular,18426,0,1
2016-11-16,Indiana Pacers,103,Regular,17022,0,1
2016-11-16,Orlando Magic,89,Regular,16127,0,1
2016-11-16,Philadelphia 76ers,109,Regular,14863,0,1
2016-11-16,Atlanta Hawks,107,Regular,14656,0,1
2016-11-16,Boston Celtics,90,Regular,18624,0,1
2016-11-16,New York Knicks,105,Regular,19812,0,1
2016-11-16,Oklahoma City Thunder,105,Regular,18203,0,1
2016-11-16,Toronto Raptors,121,Regular,21050,0,0
2016-11-16,Denver Nuggets,120,Regular,10247,0,1
2016-11-16,Los Angeles Clippers,107,Regular,19060,0,0
2016-11-16,Sacramento Kings,105,Regular,17608,0,0
2016-11-17,Washington Wizards,119,Regular,16704,0,1
2016-11-17,Miami Heat,96,Regular,19600,0,1
2016-11-17,Houston Rockets,126,Regular,15550,0,1
2016-11-17,Minnesota Timberwolves,110,Regular,16866,0,1
2016-11-17,Utah Jazz,77,Regular,19911,0,0
2016-11-18,Charlotte Hornets,100,Regular,17989,0,1
2016-11-18,Indiana Pacers,96,Regular,16780,0,0
2016-11-18,Cleveland Cavaliers,104,Regular,20562,0,1
2016-11-18,Boston Celtics,88,Regular,18624,0,0
2016-11-18,New Orleans Pelicans,113,Regular,15552,0,1
2016-11-18,Oklahoma City Thunder,124,Regular,18203,0,1
2016-11-18,Dallas Mavericks,64,Regular,19715,0,0
2016-11-18,Denver Nuggets,111,Regular,12476,0,0
2016-11-18,Los Angeles Lakers,107,Regular,18997,0,0
2016-11-18,Sacramento Kings,115,Regular,17608,0,0
2016-11-19,Houston Rockets,111,Regular,14760,0,1
2016-11-19,Detroit Pistons,92,Regular,16107,0,0
2016-11-19,New Orleans Pelicans,121,Regular,15739,0,1
2016-11-19,Orlando Magic,95,Regular,18846,0,1
2016-11-19,Washington Wizards,111,Regular,15848,0,0
2016-11-19,Philadelphia 76ers,120,Regular,18125,0,1
2016-11-19,Memphis Grizzlies,93,Regular,17112,0,1
2016-11-19,Milwaukee Bucks,121,Regular,18717,0,0
2016-11-19,Los Angeles Clippers,102,Regular,19060,0,1
2016-11-20,New York Knicks,104,Regular,19812,0,1
2016-11-20,Brooklyn Nets,109,Regular,16608,0,0
2016-11-20,Oklahoma City Thunder,111,Regular,18203,0,0
2016-11-20,Denver Nuggets,105,Regular,12565,0,1
2016-11-20,Sacramento Kings,102,Regular,17608,0,1
2016-11-20,Los Angeles Lakers,110,Regular,18997,0,0
2016-11-21,Charlotte Hornets,90,Regular,14181,0,0
2016-11-21,Indiana Pacers,83,Regular,17923,0,0
2016-11-21,Philadelphia 76ers,101,Regular,16477,0,1
2016-11-21,Washington Wizards,106,Regular,12790,0,1
2016-11-21,Detroit Pistons,96,Regular,13632,0,0
2016-11-21,Milwaukee Bucks,93,Regular,12306,0,1
2016-11-21,Minnesota Timberwolves,93,Regular,13167,0,0
2016-11-21,San Antonio Spurs,96,Regular,18418,0,1
2016-11-21,Los Angeles Clippers,123,Regular,19060,0,1
2016-11-22,Atlanta Hawks,94,Regular,19120,0,0
2016-11-22,New York Knicks,107,Regular,19812,0,1
2016-11-22,Denver Nuggets,110,Regular,14328,0,1
2016-11-22,Los Angeles Lakers,111,Regular,18997,0,1
2016-11-23,Charlotte Hornets,114,Regular,18515,0,0
2016-11-23,Cleveland Cavaliers,137,Regular,20562,0,1
2016-11-23,Indiana Pacers,85,Regular,16032,0,0
2016-11-23,Orlando Magic,87,Regular,17069,0,0
2016-11-23,Philadelphia 76ers,99,Regular,15880,0,0
2016-11-23,Brooklyn Nets,92,Regular,16210,0,0
2016-11-23,Detroit Pistons,107,Regular,14520,0,1
2016-11-23,Houston Rockets,102,Regular,18055,0,0
2016-11-23,Dallas Mavericks,104,Regular,20042,0,0
2016-11-23,Utah Jazz,108,Regular,19229,0,1
2016-11-23,New Orleans Pelicans,117,Regular,15555,0,1
2016-11-23,Golden State Warriors,149,Regular,19596,0,1
2016-11-23,Sacramento Kings,116,Regular,17608,0,1
2016-11-25,Boston Celtics,103,Regular,18624,0,0
2016-11-25,Orlando Magic,91,Regular,17103,0,0
2016-11-25,Cleveland Cavaliers,128,Regular,20562,0,1
2016-11-25,Detroit Pistons,108,Regular,17023,0,1
2016-11-25,New York Knicks,113,Regular,19812,0,1
2016-11-25,Philadelphia 76ers,89,Regular,18234,0,0
2016-11-25,Indiana Pacers,118,Regular,16083,0,1
2016-11-25,Memphis Grizzlies,81,Regular,17222,0,0
2016-11-25,Milwaukee Bucks,99,Regular,16223,0,0
2016-11-25,Utah Jazz,95,Regular,19911,0,1
2016-11-25,Denver Nuggets,129,Regular,14327,0,0
2016-11-25,Phoenix Suns,85,Regular,16728,0,0
2016-11-25,Portland Trail Blazers,119,Regular,19393,0,1
2016-11-25,Los Angeles Lakers,85,Regular,18997,0,0
2016-11-25,Sacramento Kings,104,Regular,17608,0,0
2016-11-26,Charlotte Hornets,107,Regular,19195,0,1
2016-11-26,Washington Wizards,100,Regular,17066,0,0
2016-11-26,Miami Heat,107,Regular,19600,0,0
2016-11-26,Oklahoma City Thunder,106,Regular,18203,0,1
2016-11-26,Golden State Warriors,115,Regular,19596,0,1
2016-11-27,Philadelphia 76ers,108,Regular,19311,0,0
2016-11-27,Phoenix Suns,114,Regular,15365,0,0
2016-11-27,Brooklyn Nets,105,Regular,13646,0,0
2016-11-27,Indiana Pacers,91,Regular,15572,0,1
2016-11-27,Orlando Magic,96,Regular,16521,0,0
2016-11-27,Dallas Mavericks,91,Regular,19302,0,1
2016-11-27,Portland Trail Blazers,114,Regular,19393,0,0
2016-11-27,Los Angeles Lakers,109,Regular,18997,0,1
2016-11-28,Washington Wizards,101,Regular,12571,0,1
2016-11-28,Miami Heat,104,Regular,19600,0,0
2016-11-28,New York Knicks,103,Regular,19812,0,0
2016-11-28,Toronto Raptors,122,Regular,19800,0,1
2016-11-28,Memphis Grizzlies,85,Regular,13143,0,0
2016-11-28,Minnesota Timberwolves,103,Regular,9384,0,0
2016-11-28,Golden State Warriors,105,Regular,19596,0,1
2016-11-29,Charlotte Hornets,89,Regular,14266,0,0
2016-11-29,Brooklyn Nets,127,Regular,15681,0,1
2016-11-29,Milwaukee Bucks,118,Regular,16559,0,1
2016-11-29,New Orleans Pelicans,105,Regular,14024,0,1
2016-11-29,San Antonio Spurs,83,Regular,18418,0,0
2016-11-29,Utah Jazz,120,Regular,19911,0,1
2016-11-30,Boston Celtics,114,Regular,17338,0,0
2016-11-30,Toronto Raptors,120,Regular,19800,0,1
2016-11-30,Chicago Bulls,90,Regular,21773,0,0
2016-11-30,Minnesota Timberwolves,104,Regular,13987,0,0
2016-11-30,Oklahoma City Thunder,126,Regular,18203,0,1
2016-11-30,Dallas Mavericks,87,Regular,19245,0,0
2016-11-30,Denver Nuggets,98,Regular,11471,0,0
2016-11-30,Phoenix Suns,109,Regular,15909,0,1
2016-11-30,Portland Trail Blazers,131,Regular,19107,0,1
2016-12-01,Charlotte Hornets,97,Regular,14471,0,1
2016-12-01,Brooklyn Nets,93,Regular,12675,0,0
2016-12-01,Cleveland Cavaliers,94,Regular,20562,0,0
2016-12-01,Memphis Grizzlies,95,Regular,13344,0,1
2016-12-01,Utah Jazz,110,Regular,19073,0,0
2016-12-01,Golden State Warriors,127,Regular,19596,0,0
2016-12-02,Philadelphia 76ers,88,Regular,13711,0,0
2016-12-02,Boston Celtics,97,Regular,18624,0,1
2016-12-02,New York Knicks,118,Regular,19812,0,1
2016-12-02,Toronto Raptors,113,Regular,19800,0,1
2016-12-02,Atlanta Hawks,85,Regular,15500,0,0
2016-12-02,Chicago Bulls,111,Regular,21775,0,1
2016-12-02,New Orleans Pelicans,96,Regular,16538,0,0
2016-12-02,San Antonio Spurs,107,Regular,18418,0,1
2016-12-02,Denver Nuggets,110,Regular,15549,0,0
2016-12-03,Milwaukee Bucks,112,Regular,15565,0,1
2016-12-03,Charlotte Hornets,120,Regular,16982,0,0
2016-12-03,Philadelphia 76ers,106,Regular,17063,0,0
2016-12-03,Toronto Raptors,128,Regular,19800,0,1
2016-12-03,Memphis Grizzlies,103,Regular,17017,0,1
2016-12-03,Dallas Mavericks,107,Regular,19857,0,1
2016-12-03,Utah Jazz,105,Regular,19911,0,1
2016-12-03,Portland Trail Blazers,99,Regular,19393,0,1
2016-12-03,Golden State Warriors,138,Regular,19596,0,1
2016-12-04,Detroit Pistons,92,Regular,15206,0,0
2016-12-04,Oklahoma City Thunder,101,Regular,18203,0,1
2016-12-04,New York Knicks,106,Regular,19812,0,1
2016-12-04,Los Angeles Clippers,102,Regular,19060,0,0
2016-12-05,Philadelphia 76ers,98,Regular,11815,0,0
2016-12-05,Atlanta Hawks,99,Regular,14654,0,0
2016-12-05,Brooklyn Nets,113,Regular,12529,0,0
2016-12-05,Toronto Raptors,112,Regular,19800,0,0
2016-12-05,Chicago Bulls,110,Regular,21351,0,0
2016-12-05,Houston Rockets,107,Regular,15730,0,1
2016-12-05,Milwaukee Bucks,96,Regular,14256,0,0
2016-12-05,New Orleans Pelicans,108,Regular,13795,0,0
2016-12-05,Dallas Mavericks,101,Regular,19228,0,0
2016-12-05,Golden State Warriors,142,Regular,19596,0,1
2016-12-05,Los Angeles Lakers,101,Regular,18279,0,0
2016-12-06,Washington Wizards,116,Regular,12116,0,0
2016-12-06,Detroit Pistons,102,Regular,14305,0,1
2016-12-06,Miami Heat,103,Regular,19610,0,0
2016-12-06,Memphis Grizzlies,96,Regular,13521,0,1
2016-12-06,Minnesota Timberwolves,91,Regular,12585,0,0
2016-12-06,Utah Jazz,112,Regular,18997,0,1
2016-12-07,Charlotte Hornets,87,Regular,15141,0,1
2016-12-07,Orlando Magic,87,Regular,17009,0,0
2016-12-07,Atlanta Hawks,103,Regular,11326,0,1
2016-12-07,Brooklyn Nets,116,Regular,14159,0,1
2016-12-07,Houston Rockets,134,Regular,16141,0,1
2016-12-07,Milwaukee Bucks,115,Regular,14033,0,1
2016-12-07,New York Knicks,94,Regular,19812,0,0
2016-12-07,Dallas Mavericks,89,Regular,19711,0,0
2016-12-07,Phoenix Suns,94,Regular,17452,0,0
2016-12-07,Los Angeles Clippers,98,Regular,19239,0,0
2016-12-08,Toronto Raptors,124,Regular,19800,0,1
2016-12-08,Washington Wizards,92,Regular,12645,0,1
2016-12-08,Memphis Grizzlies,88,Regular,14317,0,1
2016-12-08,New Orleans Pelicans,88,Regular,14158,0,0
2016-12-08,Utah Jazz,99,Regular,19911,0,0
2016-12-08,Chicago Bulls,95,Regular,21489,0,1
2016-12-09,Charlotte Hornets,109,Regular,15707,0,1
2016-12-09,Boston Celtics,94,Regular,18624,0,0
2016-12-09,Cleveland Cavaliers,114,Regular,20562,0,1
2016-12-09,Milwaukee Bucks,110,Regular,16289,0,0
2016-12-09,Minnesota Timberwolves,90,Regular,14109,0,0
2016-12-09,Oklahoma City Thunder,99,Regular,18203,0,0
2016-12-09,Dallas Mavericks,111,Regular,19486,0,1
2016-12-09,Los Angeles Lakers,115,Regular,18997,0,0
2016-12-09,Sacramento Kings,100,Regular,17608,0,0
2016-12-10,Indiana Pacers,118,Regular,16211,0,1
2016-12-10,Orlando Magic,113,Regular,17010,0,0
2016-12-10,Washington Wizards,110,Regular,14816,0,1
2016-12-10,Cleveland Cavaliers,116,Regular,20562,0,1
2016-12-10,Chicago Bulls,105,Regular,21450,0,1
2016-12-10,Houston Rockets,109,Regular,15761,0,1
2016-12-10,Memphis Grizzlies,110,Regular,18119,0,1
2016-12-10,San Antonio Spurs,130,Regular,18418,0,1
2016-12-10,Utah Jazz,104,Regular,19331,0,1
2016-12-10,Los Angeles Clippers,133,Regular,19060,0,1
2016-12-11,Detroit Pistons,79,Regular,7244,0,0
2016-12-11,Minnesota Timberwolves,108,Regular,18452,0,0
2016-12-11,Oklahoma City Thunder,99,Regular,18203,0,1
2016-12-11,Phoenix Suns,119,Regular,16949,0,0
2016-12-11,Los Angeles Lakers,112,Regular,18997,0,0
2016-12-12,Indiana Pacers,110,Regular,14138,0,1
2016-12-12,Miami Heat,112,Regular,19600,0,1
2016-12-12,Toronto Raptors,122,Regular,19800,0,1
2016-12-12,Houston Rockets,122,Regular,13619,0,1
2016-12-12,Dallas Mavericks,112,Regular,19425,0,1
2016-12-12,Los Angeles Clippers,121,Regular,19060,0,1
2016-12-12,Sacramento Kings,116,Regular,17608,0,1
2016-12-13,Cleveland Cavaliers,103,Regular,20562,0,1
2016-12-13,Atlanta Hawks,120,Regular,13585,0,0
2016-12-13,Chicago Bulls,94,Regular,21146,0,0
2016-12-13,New Orleans Pelicans,109,Regular,17789,0,0
2016-12-13,Phoenix Suns,113,Regular,16429,0,1
2016-12-13,Portland Trail Blazers,114,Regular,19505,0,1
2016-12-14,Miami Heat,95,Regular,19600,0,1
2016-12-14,Orlando Magic,108,Regular,18846,0,0
2016-12-14,Philadelphia 76ers,114,Regular,16192,0,0
2016-12-14,Washington Wizards,109,Regular,13447,0,1
2016-12-14,Brooklyn Nets,107,Regular,17732,0,1
2016-12-14,Houston Rockets,132,Regular,15039,0,1
2016-12-14,Memphis Grizzlies,93,Regular,17449,0,1
2016-12-14,Dallas Mavericks,85,Regular,19687,0,0
2016-12-14,Utah Jazz,109,Regular,19911,0,1
2016-12-14,San Antonio Spurs,108,Regular,18418,0,1
2016-12-15,Milwaukee Bucks,108,Regular,16704,0,1
2016-12-15,New Orleans Pelicans,102,Regular,15472,0,1
2016-12-15,Denver Nuggets,132,Regular,10022,0,1
2016-12-15,Phoenix Suns,92,Regular,17165,0,0
2016-12-15,Golden State Warriors,103,Regular,19596,0,1
2016-12-16,Orlando Magic,118,Regular,17668,0,1
2016-12-16,Washington Wizards,122,Regular,15573,0,1
2016-12-16,Boston Celtics,96,Regular,18624,0,1
2016-12-16,Toronto Raptors,121,Regular,19800,0,0
2016-12-16,Chicago Bulls,69,Regular,21324,0,0
2016-12-16,Houston Rockets,122,Regular,16728,0,1
2016-12-16,Memphis Grizzlies,92,Regular,15987,0,0
2016-12-16,Miami Heat,98,Regular,19600,0,0
2016-12-16,Philadelphia 76ers,89,Regular,20491,0,0
2016-12-16,Utah Jazz,103,Regular,18721,0,1
2016-12-17,Oklahoma City Thunder,114,Regular,18203,0,1
2016-12-17,Detroit Pistons,90,Regular,15231,0,0
2016-12-17,Atlanta Hawks,99,Regular,17918,0,0
2016-12-17,Cleveland Cavaliers,119,Regular,20562,0,1
2016-12-17,Minnesota Timberwolves,109,Regular,14689,0,0
2016-12-17,Denver Nuggets,127,Regular,12042,0,1
2016-12-17,Golden State Warriors,135,Regular,19596,0,1
2016-12-18,Washington Wizards,117,Regular,17380,0,1
2016-12-18,Dallas Mavericks,99,Regular,19504,0,1
2016-12-18,Memphis Grizzlies,73,Regular,15862,0,0
2016-12-18,Miami Heat,95,Regular,19600,0,0
2016-12-18,Orlando Magic,79,Regular,17251,0,0
2016-12-18,Philadelphia 76ers,108,Regular,16460,0,1
2016-12-18,San Antonio Spurs,113,Regular,18615,0,1
2016-12-19,Indiana Pacers,107,Regular,17686,0,1
2016-12-19,Chicago Bulls,113,Regular,21400,0,1
2016-12-19,Minnesota Timberwolves,115,Regular,12008,0,1
2016-12-19,Oklahoma City Thunder,108,Regular,18203,0,0
2016-12-19,Denver Nuggets,117,Regular,12581,0,1
2016-12-20,Charlotte Hornets,117,Regular,19093,0,1
2016-12-20,Philadelphia 76ers,93,Regular,16322,0,0
2016-12-20,Miami Heat,130,Regular,19600,0,0
2016-12-20,New York Knicks,118,Regular,19812,0,1
2016-12-20,Toronto Raptors,116,Regular,19800,0,1
2016-12-20,Houston Rockets,100,Regular,18055,0,0
2016-12-20,Memphis Grizzlies,109,Regular,16519,0,0
2016-12-20,Milwaukee Bucks,108,Regular,17053,0,0
2016-12-20,Golden State Warriors,104,Regular,19596,0,1
2016-12-20,Los Angeles Clippers,119,Regular,19060,0,1
2016-12-20,Sacramento Kings,126,Regular,17608,0,1
2016-12-21,Cleveland Cavaliers,113,Regular,20562,0,1
2016-12-21,Atlanta Hawks,84,Regular,17578,0,0
2016-12-21,Detroit Pistons,86,Regular,16033,0,0
2016-12-21,Chicago Bulls,97,Regular,21358,0,0
2016-12-21,New Orleans Pelicans,110,Regular,16375,0,0
2016-12-21,Phoenix Suns,111,Regular,18055,0,0
2016-12-21,Utah Jazz,93,Regular,19195,0,0
2016-12-21,Portland Trail Blazers,95,Regular,19393,0,0
2016-12-22,Indiana Pacers,102,Regular,17577,0,0
2016-12-22,Brooklyn Nets,101,Regular,17732,0,0
2016-12-22,New York Knicks,106,Regular,19812,0,1
2016-12-22,Miami Heat,115,Regular,19712,0,1
2016-12-22,Los Angeles Clippers,106,Regular,19060,0,1
2016-12-23,Charlotte Hornets,103,Regular,19249,0,1
2016-12-23,Orlando Magic,109,Regular,18846,0,1
2016-12-23,Boston Celtics,112,Regular,18624,0,0
2016-12-23,Cleveland Cavaliers,119,Regular,20562,0,1
2016-12-23,Detroit Pistons,113,Regular,21012,0,0
2016-12-23,Memphis Grizzlies,115,Regular,17454,0,1
2016-12-23,Milwaukee Bucks,123,Regular,15921,0,1
2016-12-23,Minnesota Timberwolves,105,Regular,13288,0,0
2016-12-23,New Orleans Pelicans,91,Regular,16322,0,1
2016-12-23,Denver Nuggets,108,Regular,13823,0,0
2016-12-23,Phoenix Suns,123,Regular,16535,0,1
2016-12-23,Utah Jazz,98,Regular,19911,0,0
2016-12-23,Portland Trail Blazers,90,Regular,19393,0,0
2016-12-23,Los Angeles Clippers,88,Regular,19060,0,0
2016-12-25,New York Knicks,114,Regular,19812,0,0
2016-12-25,Cleveland Cavaliers,109,Regular,20562,0,1
2016-12-25,San Antonio Spurs,119,Regular,18428,0,1
2016-12-25,Oklahoma City Thunder,112,Regular,18203,0,1
2016-12-25,Los Angeles Lakers,111,Regular,18997,0,1
2016-12-26,Orlando Magic,112,Regular,17104,0,1
2016-12-26,Washington Wizards,107,Regular,15773,0,1
2016-12-26,Brooklyn Nets,120,Regular,17732,0,1
2016-12-26,Detroit Pistons,106,Regular,18123,0,1
2016-12-26,Chicago Bulls,90,Regular,21922,0,1
2016-12-26,Houston Rockets,131,Regular,18055,0,1
2016-12-26,Minnesota Timberwolves,104,Regular,15617,0,1
2016-12-26,New Orleans Pelicans,111,Regular,15764,0,1
2016-12-26,Portland Trail Blazers,91,Regular,19393,0,0
2016-12-26,Los Angeles Clippers,102,Regular,19060,0,0
2016-12-26,Sacramento Kings,102,Regular,17608,0,1
2016-12-27,Boston Celtics,113,Regular,18624,0,1
2016-12-27,Miami Heat,94,Regular,19977,0,0
2016-12-27,Dallas Mavericks,107,Regular,20425,0,0
